symbol,riscv_status,module,subcategory,priority,root_cause,riscv_supportability,reason,riscv_possible_path,arm64_file,arm64_line,prompt,depends_on,commit_hash,commit_title,commit_url,patch_url
ARM64_VA_BITS_36,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1418,36-bit,PAGE_SIZE_16KB,215399392fe40f33880ea9de49a1ed8ee26edd10,arm64: 36 bit VA,https://git.kernel.org/torvalds/c/215399392fe40f33880ea9de49a1ed8ee26edd10,https://git.kernel.org/torvalds/c/215399392fe40f33880ea9de49a1ed8ee26edd10.patch
ARM64_VA_BITS_39,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1422,39-bit,PAGE_SIZE_4KB,e41ceed035966d593ae34c3de33924965a6b9fba,arm64: Introduce VA_BITS and translation level options,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba.patch
ARM64_VA_BITS_42,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1426,42-bit,PAGE_SIZE_64KB,e41ceed035966d593ae34c3de33924965a6b9fba,arm64: Introduce VA_BITS and translation level options,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba.patch
ARM64_VA_BITS_47,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1430,47-bit,PAGE_SIZE_16KB,44eaacf1b8999b15cec89bd9d9cd989da4798d53,arm64: Add 16K page size support,https://git.kernel.org/torvalds/c/44eaacf1b8999b15cec89bd9d9cd989da4798d53,https://git.kernel.org/torvalds/c/44eaacf1b8999b15cec89bd9d9cd989da4798d53.patch
ARM64_VA_BITS_48,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1434,48-bit,,c79b954bf6c006f2d3dd9d01f231abeead13a410,arm64: mm: Implement 4 levels of translation tables,https://git.kernel.org/torvalds/c/c79b954bf6c006f2d3dd9d01f231abeead13a410,https://git.kernel.org/torvalds/c/c79b954bf6c006f2d3dd9d01f231abeead13a410.patch
ARM64_VA_BITS_52,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1437,52-bit,,b6d00d47e81a49f6cf462518c10408f37a3e6785,arm64: mm: Introduce 52-bit Kernel VAs,https://git.kernel.org/torvalds/c/b6d00d47e81a49f6cf462518c10408f37a3e6785,https://git.kernel.org/torvalds/c/b6d00d47e81a49f6cf462518c10408f37a3e6785.patch
ARM64_VA_BITS,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1467,,,e41ceed035966d593ae34c3de33924965a6b9fba,arm64: Introduce VA_BITS and translation level options,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba.patch
ARM64_WORKAROUND_CLEAN_CACHE,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,490,,,c9460dcb06ee68af1c75f9232603ece071901abe,arm64: capabilities: Merge entries for ARM64_WORKAROUND_CLEAN_CACHE,https://git.kernel.org/torvalds/c/c9460dcb06ee68af1c75f9232603ece071901abe,https://git.kernel.org/torvalds/c/c9460dcb06ee68af1c75f9232603ece071901abe.patch
ARM64_WORKAROUND_REPEAT_TLBI,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,738,,,ce8c80c536dac9f325a051b30bf7730ee505eddc,arm64: Add workaround for Cortex-A76 erratum 1286807,https://git.kernel.org/torvalds/c/ce8c80c536dac9f325a051b30bf7730ee505eddc,https://git.kernel.org/torvalds/c/ce8c80c536dac9f325a051b30bf7730ee505eddc.patch
ARM64_WORKAROUND_SPECULATIVE_AT,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,696,,,02ab1f5018c3ad0b8677e797b5d3333d2e3b7f20,"arm64: Unify WORKAROUND_SPECULATIVE_AT_{NVHE,VHE}",https://git.kernel.org/torvalds/c/02ab1f5018c3ad0b8677e797b5d3333d2e3b7f20,https://git.kernel.org/torvalds/c/02ab1f5018c3ad0b8677e797b5d3333d2e3b7f20.patch
ARM64_WORKAROUND_SPECULATIVE_UNPRIV_LOAD,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1087,,,546b7cde9b1dd36089649101b75266564600ffe5,arm64: Rename ARM64_WORKAROUND_2966298,https://git.kernel.org/torvalds/c/546b7cde9b1dd36089649101b75266564600ffe5,https://git.kernel.org/torvalds/c/546b7cde9b1dd36089649101b75266564600ffe5.patch
ARM64_WORKAROUND_TRBE_OVERWRITE_FILL_MODE,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,827,,,b9d216fcef4298de76519e2baeed69ba482467bd,arm64: errata: Add detection for TRBE overwrite in FILL mode,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd.patch
ARM64_WORKAROUND_TRBE_WRITE_OUT_OF_RANGE,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,940,,,8d81b2a38ddfc4b03662d2359765648c8b4cc73c,arm64: errata: Add detection for TRBE write to out-of-range,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c.patch
ARM64_WORKAROUND_TSB_FLUSH_FAILURE,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,907,,,fa82d0b4b833790ac4572377fb777dcea24a9d69,arm64: errata: Add workaround for TSB flush failures,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69.patch
ARMV8_DEPRECATED,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1790,Emulate deprecated/obsolete ARMv8 instructions,SYSCTL,587064b610c703f259317d00dc37bf6d40f4fc74,arm64: Add framework for legacy instruction emulation,https://git.kernel.org/torvalds/c/587064b610c703f259317d00dc37bf6d40f4fc74,https://git.kernel.org/torvalds/c/587064b610c703f259317d00dc37bf6d40f4fc74.patch
AS_HAS_ARMV8_5,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,2046,,,f469c032c05e0572be806149307b45d0fc9ae706,arm64: enable armv8.5-a asm-arch option,https://git.kernel.org/torvalds/c/f469c032c05e0572be806149307b45d0fc9ae706,https://git.kernel.org/torvalds/c/f469c032c05e0572be806149307b45d0fc9ae706.patch
AS_HAS_CFI_NEGATE_RA_STATE,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,1979,,,3b446c7d27ddd06342901bb35211363f6944291a,arm64: Kconfig: verify binutils support for ARM64_PTR_AUTH,https://git.kernel.org/torvalds/c/3b446c7d27ddd06342901bb35211363f6944291a,https://git.kernel.org/torvalds/c/3b446c7d27ddd06342901bb35211363f6944291a.patch
AS_HAS_MOPS,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,2157,,,836ed3c4e473fef9e0814a2ba6dd40f9656c03f1,arm64: lib: Use MOPS for memcpy() routines,https://git.kernel.org/torvalds/c/836ed3c4e473fef9e0814a2ba6dd40f9656c03f1,https://git.kernel.org/torvalds/c/836ed3c4e473fef9e0814a2ba6dd40f9656c03f1.patch
BROKEN_GAS_INST,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,413,,,8bf9284d99dcb1c8fbdfabde1979350cf41fa5f5,"arm64: Turn ""broken gas inst"" into real config option",https://git.kernel.org/torvalds/c/8bf9284d99dcb1c8fbdfabde1979350cf41fa5f5,https://git.kernel.org/torvalds/c/8bf9284d99dcb1c8fbdfabde1979350cf41fa5f5.patch
BUILTIN_RETURN_ADDRESS_STRIPS_PAC,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,416,,,9df3f5082ff94c55e84523a28c040445220b2f64,arm64: avoid redundant PAC stripping in __builtin_return_address(),https://git.kernel.org/torvalds/c/9df3f5082ff94c55e84523a28c040445220b2f64,https://git.kernel.org/torvalds/c/9df3f5082ff94c55e84523a28c040445220b2f64.patch
CAVIUM_ERRATUM_22375,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1178,"Cavium erratum 22375, 24313",,94100970743365a9f9e186520e77ef56c492058d,"irqchip/gicv3-its: Workaround for Cavium ThunderX errata 22375, 24313",https://git.kernel.org/torvalds/c/94100970743365a9f9e186520e77ef56c492058d,https://git.kernel.org/torvalds/c/94100970743365a9f9e186520e77ef56c492058d.patch
CAVIUM_ERRATUM_23144,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1195,Cavium erratum 23144: ITS SYNC hang on dual socket system,NUMA,fbf8f40e1658cb2f17452dbd3c708e329c5d27e0,irqchip/gicv3-its: numa: Enable workaround for Cavium thunderx erratum 23144,https://git.kernel.org/torvalds/c/fbf8f40e1658cb2f17452dbd3c708e329c5d27e0,https://git.kernel.org/torvalds/c/fbf8f40e1658cb2f17452dbd3c708e329c5d27e0.patch
CAVIUM_ERRATUM_23154,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1204,Cavium errata 23154 and 38545: GICv3 lacks HW synchronisation,,6d4e11c5e2e8cd54a035ba395bf8ccfa7e22cfd8,irqchip/gicv3: Workaround for Cavium ThunderX erratum 23154,https://git.kernel.org/torvalds/c/6d4e11c5e2e8cd54a035ba395bf8ccfa7e22cfd8,https://git.kernel.org/torvalds/c/6d4e11c5e2e8cd54a035ba395bf8ccfa7e22cfd8.patch
CAVIUM_ERRATUM_27456,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1218,Cavium erratum 27456: Broadcast TLBI instructions may cause icache corruption,,104a0c02e8b1936c049e18a6d4e4ab040fb61213,arm64: Add workaround for Cavium erratum 27456,https://git.kernel.org/torvalds/c/104a0c02e8b1936c049e18a6d4e4ab040fb61213,https://git.kernel.org/torvalds/c/104a0c02e8b1936c049e18a6d4e4ab040fb61213.patch
CAVIUM_ERRATUM_30115,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1229,Cavium erratum 30115: Guest may disable interrupts in host,,690a341577f9adf2c275ababe0dcefe91898bbf0,arm64: Add workaround for Cavium Thunder erratum 30115,https://git.kernel.org/torvalds/c/690a341577f9adf2c275ababe0dcefe91898bbf0,https://git.kernel.org/torvalds/c/690a341577f9adf2c275ababe0dcefe91898bbf0.patch
CAVIUM_TX2_ERRATUM_219,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1240,Cavium ThunderX2 erratum 219: PRFM between TTBR change and ISB fails,,603afdc9438ac546181e843f807253d75d3dbc45,arm64: Allow CAVIUM_TX2_ERRATUM_219 to be selected,https://git.kernel.org/torvalds/c/603afdc9438ac546181e843f807253d75d3dbc45,https://git.kernel.org/torvalds/c/603afdc9438ac546181e843f807253d75d3dbc45.patch
CC_HAS_BRANCH_PROT_PAC_RET_BTI,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,2088,,,97fed779f2a68937d9590fbbe8ed31d6ebbce5a5,arm64: bti: Provide Kconfig for kernel mode BTI,https://git.kernel.org/torvalds/c/97fed779f2a68937d9590fbbe8ed31d6ebbce5a5,https://git.kernel.org/torvalds/c/97fed779f2a68937d9590fbbe8ed31d6ebbce5a5.patch
CC_HAS_BRANCH_PROT_PAC_RET,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,1975,,,74afda4016a7437e6e425c3370e4b93b47be8ddf,arm64: compile the kernel with ptrauth return address signing,https://git.kernel.org/torvalds/c/74afda4016a7437e6e425c3370e4b93b47be8ddf,https://git.kernel.org/torvalds/c/74afda4016a7437e6e425c3370e4b93b47be8ddf.patch
CC_HAVE_SHADOW_CALL_STACK,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,1579,,,5287569a790d2546a06db07e391bf84b8bd6cf51,arm64: Implement Shadow Call Stack,https://git.kernel.org/torvalds/c/5287569a790d2546a06db07e391bf84b8bd6cf51,https://git.kernel.org/torvalds/c/5287569a790d2546a06db07e391bf84b8bd6cf51.patch
CC_HAVE_STACKPROTECTOR_SYSREG,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,2333,,,0a1213fa7432778b71a1c0166bf56660a3aab030,arm64: enable per-task stack canaries,https://git.kernel.org/torvalds/c/0a1213fa7432778b71a1c0166bf56660a3aab030,https://git.kernel.org/torvalds/c/0a1213fa7432778b71a1c0166bf56660a3aab030.patch
CLANG_SUPPORTS_DYNAMIC_FTRACE_WITH_ARGS,ABSENT,工具链/构建,编译器能力门控,P2,Arm64专用代码生成路径,No(同名)/Yes(同类门控),该项是 arm64 工具链能力探测，不可直接复用到 RISC-V。,RISC-V 工具链能力检测符号,arch/arm64/Kconfig,303,,AS_IS_GNU || (AS_IS_LLVM && (LD_IS_LLD || LD_VERSION >= 23600)),26299b3f6ba26bfc234b73126d14bdf4dec5275a,ftrace: arm64: move from REGS to ARGS,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a.patch
CMDLINE_FROM_BOOTLOADER,ABSENT,启动/固件,EFI与安装流程,P1,固件与启动链差异,Partial,该项耦合 arm64 EFI/安装流程。RISC-V 需按自身固件链路适配。,RISC-V EFI/boot protocol 适配,arch/arm64/Kconfig,2386,Use bootloader kernel arguments if available,,1e40d105dae5b7aca8ca7bfd7a0c348c0c509dba,arm64: Extend the kernel command line from the bootloader,https://git.kernel.org/torvalds/c/1e40d105dae5b7aca8ca7bfd7a0c348c0c509dba,https://git.kernel.org/torvalds/c/1e40d105dae5b7aca8ca7bfd7a0c348c0c509dba.patch
COMPAT_ALIGNMENT_FIXUPS,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1787,Fix up misaligned multi-word loads and stores in user space,,3fc24ef32d3b9368f4c103dcd21d6a3f959b4870,arm64: compat: Implement misalignment fixups for multiword loads,https://git.kernel.org/torvalds/c/3fc24ef32d3b9368f4c103dcd21d6a3f959b4870,https://git.kernel.org/torvalds/c/3fc24ef32d3b9368f4c103dcd21d6a3f959b4870.patch
COMPAT_VDSO,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1766,Enable vDSO for 32-bit applications,"!CPU_BIG_ENDIAN && (CC_IS_CLANG && LD_IS_LLD) || ""$(CROSS_COMPILE_COMPAT)"" != """"",7c4791c9efca8c105a86022f7d5532aeaa819125,arm64: Kconfig: Make CONFIG_COMPAT_VDSO a proper Kconfig option,https://git.kernel.org/torvalds/c/7c4791c9efca8c105a86022f7d5532aeaa819125,https://git.kernel.org/torvalds/c/7c4791c9efca8c105a86022f7d5532aeaa819125.patch
COMPRESSED_INSTALL,ABSENT,启动/固件,EFI与安装流程,P1,固件与启动链差异,Partial,该项耦合 arm64 EFI/安装流程。RISC-V 需按自身固件链路适配。,RISC-V EFI/boot protocol 适配,arch/arm64/Kconfig,2426,Install compressed image by default,,4c7be57f2772c8ce4e1e43c6a79b8f8d401a4795,arm64: allow installing compressed image by default,https://git.kernel.org/torvalds/c/4c7be57f2772c8ce4e1e43c6a79b8f8d401a4795,https://git.kernel.org/torvalds/c/4c7be57f2772c8ce4e1e43c6a79b8f8d401a4795.patch
CP15_BARRIER_EMULATION,ABSENT,兼容性/历史ABI,AArch32兼容,P2,历史ABI包袱差异,No,服务于 Arm32 兼容语义，RISC-V 无对应历史包袱，通常无需支持。,保持无此类兼容项,arch/arm64/Kconfig,1827,Emulate CP15 Barrier instructions,,c852f320584600a372646055d8229e063949eee7,arm64: Emulate CP15 Barrier instructions,https://git.kernel.org/torvalds/c/c852f320584600a372646055d8229e063949eee7,https://git.kernel.org/torvalds/c/c852f320584600a372646055d8229e063949eee7.patch
CPU_BIG_ENDIAN,ABSENT,架构核心,大小端,P2,实现状态差异,Partial,arm64 在大小端切换支持更完整；RISC-V Linux 当前主流仍是小端生态。,RISC-V 大小端生态成熟度评估,arch/arm64/Kconfig,1517,Build big-endian kernel,BROKEN,a872013d6d03ab63736a01dcd9747580be3a6b70,arm64: kconfig: allow CPU_BIG_ENDIAN to be selected,https://git.kernel.org/torvalds/c/a872013d6d03ab63736a01dcd9747580be3a6b70,https://git.kernel.org/torvalds/c/a872013d6d03ab63736a01dcd9747580be3a6b70.patch
CPU_LITTLE_ENDIAN,ABSENT,架构核心,大小端,P2,实现状态差异,Partial,arm64 在大小端切换支持更完整；RISC-V Linux 当前主流仍是小端生态。,RISC-V 大小端生态成熟度评估,arch/arm64/Kconfig,1523,Build little-endian kernel,,d8e85e144bbe12e8d82c6b05d690a34da62cc991,arm64: Kconfig: add a choice for endianness,https://git.kernel.org/torvalds/c/d8e85e144bbe12e8d82c6b05d690a34da62cc991,https://git.kernel.org/torvalds/c/d8e85e144bbe12e8d82c6b05d690a34da62cc991.patch
CRYPTO_AES_ARM64_BS,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,76,"Ciphers: AES, modes: ECB/CBC/CTR/XCTR/XTS modes (bit-sliced NEON)",KERNEL_MODE_NEON,1abee99eafab67fb1c98f9ecfc43cd5735384a86,crypto: arm64/aes - reimplement bit-sliced ARM/NEON implementation for arm64,https://git.kernel.org/torvalds/c/1abee99eafab67fb1c98f9ecfc43cd5735384a86,https://git.kernel.org/torvalds/c/1abee99eafab67fb1c98f9ecfc43cd5735384a86.patch
CRYPTO_AES_ARM64_CE_BLK,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,40,"Ciphers: AES, modes: ECB/CBC/CTR/XTS (ARMv8 Crypto Extensions)",KERNEL_MODE_NEON,49788fe2a128217f78a21ee4edbe6e92e988f222,arm64/crypto: AES-ECB/CBC/CTR/XTS using ARMv8 NEON and Crypto Extensions,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222.patch
CRYPTO_AES_ARM64_CE_CCM,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,141,AEAD cipher: AES in CCM mode (ARMv8 Crypto Extensions),KERNEL_MODE_NEON,a3fd82105b9d149033984bf018f473140f5b94bc,arm64/crypto: AES in CCM mode using ARMv8 Crypto Extensions,https://git.kernel.org/torvalds/c/a3fd82105b9d149033984bf018f473140f5b94bc,https://git.kernel.org/torvalds/c/a3fd82105b9d149033984bf018f473140f5b94bc.patch
CRYPTO_AES_ARM64_NEON_BLK,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,58,"Ciphers: AES, modes: ECB/CBC/CTR/XTS (NEON)",KERNEL_MODE_NEON,49788fe2a128217f78a21ee4edbe6e92e988f222,arm64/crypto: AES-ECB/CBC/CTR/XTS using ARMv8 NEON and Crypto Extensions,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222.patch
CRYPTO_GHASH_ARM64_CE,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,5,Hash functions: GHASH (ARMv8 Crypto Extensions),KERNEL_MODE_NEON,fdd2389457b209a9723c3be818fcf301f35db906,arm64/crypto: GHASH secure hash using ARMv8 Crypto Extensions,https://git.kernel.org/torvalds/c/fdd2389457b209a9723c3be818fcf301f35db906,https://git.kernel.org/torvalds/c/fdd2389457b209a9723c3be818fcf301f35db906.patch
CRYPTO_SM3_ARM64_CE,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,29,Hash functions: SM3 (ARMv8.2 Crypto Extensions),KERNEL_MODE_NEON,140aa50d68ea01e7caea6900f6f51882d4dd65c5,crypto: arm64/sm3 - new v8.2 Crypto Extensions implementation,https://git.kernel.org/torvalds/c/140aa50d68ea01e7caea6900f6f51882d4dd65c5,https://git.kernel.org/torvalds/c/140aa50d68ea01e7caea6900f6f51882d4dd65c5.patch
CRYPTO_SM3_NEON,ABSENT,SIMD/加密,加密指令优化,P1,指令集优化路径差异,Yes(等价能力),依赖 Arm Crypto/NEON 优化实现。RISC-V 可通过 K 扩展/V 扩展提供等价能力。,Zvk/Zk* 加速与内核算法接入,arch/arm64/crypto/Kconfig,18,Hash functions: SM3 (NEON),KERNEL_MODE_NEON,a41b2129461f6c88e087ca9a6e2fde34cb6deb48,crypto: arm64/sm3 - add NEON assembly implementation,https://git.kernel.org/torvalds/c/a41b2129461f6c88e087ca9a6e2fde34cb6deb48,https://git.kernel.org/torvalds/c/a41b2129461f6c88e087ca9a6e2fde34cb6deb48.patch
